lat,lon,hMSL,time,pom
,,,,
29.768870926110594,-97.7695969423803,274.3199912217603,2024-11-11T00:27:45.277Z,1
29.77072250954666,-97.76836527179807,182.8799941478402,2024-11-11T00:28:05.731Z,1
29.771791626017375,-97.77049840123368,91.4399970739201,2024-11-11T00:28:26.186Z,1
29.76994000000002,-97.77172999999993,0,2024-11-11T00:28:46.640Z,1
