time,lat,lon,hMSL,velN,velE,velD,hAcc,vAcc,sAcc,heading,cAcc,gpsFix,numSV
,(deg),(deg),(m),(m/s),(m/s),(m/s),(m),(m),(m/s),(deg),(deg),,
2023-02-04T22:08:15.90Z,29.770460087538765,-97.77143688515389,149.999,-6.94,-6.76,7.20,1.171,1.779,0.54,224.24372,1.83211,3,15
2023-02-04T22:08:16.00Z,29.77045087039295,-97.77144690014893,149.377,-7.23,-6.27,7.07,1.172,1.781,0.53,220.93735,1.89814,3,15
2023-02-04T22:08:16.10Z,29.770441753247155,-97.77145661514487,148.740,-7.09,-6.23,6.98,1.173,1.783,0.54,221.33111,1.92513,3,15
2023-02-04T22:08:16.20Z,29.770432736101384,-97.7714662301413,148.099,-7.06,-6.18,6.90,1.174,1.785,0.53,221.17934,1.93711,3,15
2023-02-04T22:08:16.30Z,29.770423718955556,-97.77147584513739,147.361,-7.08,-6.64,7.01,1.175,1.787,0.53,223.15799,1.87676,3,15
2023-02-04T22:08:16.40Z,29.770414701809727,-97.77148556013299,146.676,-7.18,-6.44,6.93,1.176,1.788,0.53,221.86172,1.90287,3,15
2023-02-04T22:08:16.50Z,29.770405684663956,-97.77149517512794,145.970,-7.21,-6.48,6.95,1.177,1.791,0.53,221.98259,1.91958,3,15
2023-02-04T22:08:16.60Z,29.77039646751814,-97.77150489012024,145.292,-7.24,-6.40,7.04,1.178,1.792,0.53,221.46103,1.78366,3,15
2023-02-04T22:08:16.70Z,29.770387550372277,-97.77151450511565,144.499,-7.03,-6.72,7.27,1.179,1.794,0.53,223.72373,1.78958,3,15
2023-02-04T22:08:16.80Z,29.770378533226506,-97.77152442010924,143.744,-7.09,-6.75,7.45,1.180,1.796,0.54,223.57032,1.76876,3,15
2023-02-04T22:08:16.90Z,29.770369216080667,-97.77153443509906,143.072,-7.27,-6.36,7.44,1.181,1.797,0.55,221.19082,1.85087,3,15
2023-02-04T22:08:17.00Z,29.770360098934873,-97.77154415009045,142.303,-7.26,-6.82,7.44,1.183,1.800,0.55,223.19658,1.89811,3,15
2023-02-04T22:08:17.10Z,29.770351081789045,-97.77155426508284,141.559,-7.11,-6.94,7.44,1.184,1.802,0.55,224.30557,1.97281,3,15
2023-02-04T22:08:17.20Z,29.77034186464323,-97.77156438007228,140.814,-7.33,-6.91,7.53,1.186,1.805,0.55,223.32886,1.93573,3,15
2023-02-04T22:08:17.30Z,29.77033264749747,-97.77157459506134,140.080,-7.32,-6.90,7.57,1.187,1.807,0.56,223.30966,1.86127,3,15
2023-02-04T22:08:17.40Z,29.770323730351606,-97.77158441005349,139.340,-7.08,-6.75,7.36,1.188,1.809,0.56,223.65184,2.06754,3,15
2023-02-04T22:08:17.50Z,29.770314613205812,-97.77159442504262,138.606,-7.23,-6.77,7.39,1.190,1.811,0.56,223.13480,1.96938,3,15
2023-02-04T22:08:17.60Z,29.770305096059985,-97.7716045400266,137.989,-7.53,-6.48,7.17,1.191,1.813,0.55,220.70616,1.96341,3,15
2023-02-04T22:08:17.70Z,29.770295578914215,-97.77161445500997,137.359,-7.54,-6.43,7.05,1.193,1.816,0.55,220.46025,2.04905,3,15
2023-02-04T22:08:17.80Z,29.770286061768388,-97.77162446999307,136.653,-7.62,-6.74,7.12,1.194,1.819,0.55,221.47753,2.07795,3,15
2023-02-04T22:08:17.90Z,29.77027654462256,-97.77163458497546,135.950,-7.57,-6.81,7.22,1.196,1.822,0.56,221.94671,2.06915,3,15
2023-02-04T22:08:18.00Z,29.77026692747677,-97.77164499995627,135.295,-7.65,-7.06,7.09,1.197,1.824,0.56,222.71499,1.94256,3,15
2023-02-04T22:08:18.10Z,29.770257210330954,-97.77165521493544,134.638,-7.81,-6.84,7.03,1.199,1.827,0.55,221.21163,1.95192,3,15
2023-02-04T22:08:18.20Z,29.77024749318514,-97.771665529914,133.972,-7.82,-6.84,7.02,1.200,1.829,0.55,221.14713,1.90754,3,15
2023-02-04T22:08:18.30Z,29.770237676039358,-97.7716757448909,133.288,-7.94,-7.01,7.00,1.201,1.831,0.54,221.42723,1.85550,3,15
2023-02-04T22:08:18.40Z,29.77022785889352,-97.7716860598673,132.607,-7.97,-7.02,7.01,1.202,1.833,0.54,221.35681,1.85059,3,15
2023-02-04T22:08:18.50Z,29.770217941747717,-97.77169637484201,131.935,-8.10,-6.87,6.92,1.204,1.835,0.54,220.30647,1.85217,3,15
2023-02-04T22:08:18.60Z,29.77020802460197,-97.77170638981625,131.274,-8.13,-6.79,6.76,1.205,1.837,0.54,219.86532,1.85951,3,15
